AE_Gujarat_2012
Assembly_No,Year,month,DelimID,Poll_No,District_Name,Sub_Region,Constituency_Name,Constituency_No,Constituency_Type,Candidate,Sex,Age,Party,Position,Candidate_Type,Votes,Electors,Valid_Votes,Vote_Share_Percentage,Margin,Margin_Percentage,Turnout_Percentage,N_Cand,ENOP,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Deposit_Lost,pid,Party_Type_TCPD,Party_ID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
12,2012,12,4,0,Sabarkantha,North Gujarat,KHEDBRAHMA,29,ST,SOTHA SAVJIBHAI BADAJI,M,51,IJP,7,ST,1171,197033,149095,0.79,2,0,75.67,10,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13011,Local Party,3430,Literate,Labourer or Daily Wage,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,KHEDBRAHMA,29,ST,DABHI DEVABHAI HIRABHAI,M,60,CPI(ML)(L),8,ST,1169,197033,149095,0.78,266,0.18,75.67,10,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13012,Local Party,2472,Illiterate,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,KHEDBRAHMA,29,ST,DAMOR SAYBABHAI HOMABHAI,M,37,BNJD,9,ST,903,197033,149095,0.61,114,0.08,75.67,10,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13010,Local Party,9441,8th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,KHEDBRAHMA,29,ST,DAMOR CLERANCE KUMAR AJITKUMAR,M,29,SP,10,ST,789,197033,149095,0.53,0,0,75.67,10,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13005,State-based Party (Other State),7425,Graduate,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BHILODA,30,ST,ANIL JOSHIYARA,M,60,INC,1,ST,95799,239406,175096,54.71,31543,18.01,73.14,7,2.33,TRUE,5,INC,3482,BHILODA,TRUE,TRUE,4,FALSE,TRUE,TRUE,no,AEGJ8414,National Party,3482,Post Graduate,Agriculture,,Social Work,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BHILODA,30,ST,NILABEN HASMUKHBHAI MADIYA,F,43,BJP,2,ST,64256,239406,175096,36.7,57890,33.06,73.14,7,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13016,National Party,1605,Graduate Professional,Business,Industrialist,Retired or Pension,Retired Teacher,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BHILODA,30,ST,BALUSINGH SOMANSINGH NARVE,M,68,IND,3,ST,6366,239406,175096,3.64,3314,1.89,73.14,7,2.33,TRUE,2,IND,10809,BHILODA,TRUE,TRUE,0,FALSE,FALSE,TRUE,yes,AEGJ12278,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BHILODA,30,ST,KHARADI JIVABHAI MANABHAI,M,75,BSP,4,ST,3052,239406,175096,1.74,871,0.5,73.14,7,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13018,State-based Party (Other State),16651,5th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BHILODA,30,ST,GAMETI JAYESHKUMAR HIRALAL,M,59,GPP,5,ST,2181,239406,175096,1.25,351,0.2,73.14,7,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13014,Local Party,3167,Graduate Professional,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BHILODA,30,ST,NINAMA DILIPKUMAR KHIMJIBHAI,M,37,IND,6,ST,1830,239406,175096,1.05,218,0.12,73.14,7,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13013,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BHILODA,30,ST,KHARADI BIPINBHAI NANJIBHAI,M,28,JD(U),7,ST,1612,239406,175096,0.92,0,0,73.14,7,2.33,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13019,State-based Party (Other State),11002,Graduate,Agriculture,,Student,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,MODASA,31,GEN,THAKOR RAJENDRASINH SHIVSINH,M,40,INC,1,GEN,88879,216158,164254,54.11,22858,13.92,75.99,6,2.22,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,no,AEGJ13023,National Party,3482,Graduate,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,MODASA,31,GEN,PARMAR DILIPSINH VAKHATSINH,M,59,BJP,2,GEN,66021,216158,164254,40.19,60167,36.63,75.99,6,2.22,TRUE,5,BJP,1605,MODASA,TRUE,TRUE,4,FALSE,TRUE,TRUE,no,AEGJ8468,National Party,1605,Graduate,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,MODASA,31,GEN,SURESHKUMAR JYANTILAL PATEL,M,32,IND,3,GEN,5854,216158,164254,3.56,4230,2.58,75.99,6,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13024,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,MODASA,31,GEN,ANANTBHAI SHANKARBHAI PATEL,M,44,GPP,4,GEN,1624,216158,164254,0.99,443,0.27,75.99,6,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13022,Local Party,3167,12th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,MODASA,31,GEN,PANCHAL BHIKHABHAI TULJABHAI,M,42,BSP,5,GEN,1181,216158,164254,0.72,486,0.3,75.99,6,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13025,State-based Party (Other State),16651,10th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,MODASA,31,GEN,PAGI KESHAJI KALAJI,M,49,CPI(ML)(L),6,GEN,695,216158,164254,0.42,0,0,75.99,6,2.22,TRUE,2,CPI(ML)( L),2472,MEGHRAJ,FALSE,TRUE,0,FALSE,FALSE,TRUE,yes,AEGJ12306,Local Party,2472,12th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BAYAD,32,GEN,VAGHELA MAHENDRASINH SHANKARSINH,M,48,INC,1,GEN,74646,200799,153695,48.57,35923,23.37,76.54,6,2.94,TRUE,3,INC,3482,MEGHRAJ,FALSE,TRUE,2,FALSE,TRUE,TRUE,no,AEGJ13031,National Party,3482,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BAYAD,32,GEN,JHALA UDESINH PUJAJI,M,71,BJP,2,GEN,38723,200799,153695,25.19,9864,6.42,76.54,6,2.94,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13030,National Party,1605,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BAYAD,32,GEN,CHUNIBHAI BABABHAI PATEL,M,57,IND,3,GEN,28859,200799,153695,18.78,21986,14.3,76.54,6,2.94,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13029,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BAYAD,32,GEN,SOLANKI RAMSINH RUPSINH,M,72,IND,4,GEN,6873,200799,153695,4.47,4256,2.77,76.54,6,2.94,TRUE,8,INC,3482,BAYAD,TRUE,FALSE,4,FALSE,FALSE,TRUE,yes,AEGJ4514,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BAYAD,32,GEN,SOLANKI KUBERSINH CHHAGANSINH,M,56,IND,5,GEN,2617,200799,153695,1.7,640,0.42,76.54,6,2.94,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13026,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Arvalli,North Gujarat,BAYAD,32,GEN,PANDYA MAHESHKUMAR HIRABHAI,M,42,SP,6,GEN,1977,200799,153695,1.29,0,0,76.54,6,2.94,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13027,State-based Party (Other State),7425,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,BARAIYA MAHENDRASINH KACHARSINH ( ADVOCATE ),M,38,INC,1,GEN,76097,211715,159041,47.85,7014,4.41,75.12,10,2.38,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,no,AEGJ13036,National Party,3482,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,CHAUHAN JAYSINHJI MANSINHJI,M,60,BJP,2,GEN,69083,211715,159041,43.44,63202,39.74,75.12,10,2.38,TRUE,2,BJP,1605,PRANTIJ,TRUE,TRUE,1,FALSE,TRUE,TRUE,no,AEGJ12287,National Party,1605,Graduate Professional,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,PANWALA MAHAMMAD SHAFIK ABDUL KADAR,M,43,IND,3,GEN,5881,211715,159041,3.7,3165,1.99,75.12,10,2.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13038,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,ARVINDBHAI AMBALAL PATEL,M,36,IND,4,GEN,2716,211715,159041,1.71,1062,0.67,75.12,10,2.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13040,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,NIKHILKUMAR MITHABHAI PATEL,M,32,GPP,5,GEN,1654,211715,159041,1.04,292,0.18,75.12,10,2.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13033,Local Party,3167,10th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,RATHOD RAJENDRASINH PUNJSINH,M,32,BSP,6,GEN,1362,211715,159041,0.86,363,0.23,75.12,10,2.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13037,State-based Party (Other State),16651,Graduate,Agricultural Labour,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,ZALA HIMMATSINH TEJSINH,M,36,LoRP,7,GEN,999,211715,159041,0.63,415,0.26,75.12,10,2.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13041,Local Party,5179,12th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,ZALA NARENDRASINH JIVATSINH,M,44,BNJD,8,GEN,584,211715,159041,0.37,204,0.13,75.12,10,2.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13039,Local Party,9441,Post Graduate,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,CHAUHAN ANJANABEN RANJITSINH,F,42,SP,9,GEN,380,211715,159041,0.24,95,0.06,75.12,10,2.38,TRUE,2,IND,10809,BAYAD,FALSE,FALSE,0,FALSE,FALSE,TRUE,yes,AEGJ12299,State-based Party (Other State),7425,10th Pass,Social Work,,,,State Assembly Election (AE)
12,2012,12,4,0,Sabarkantha,North Gujarat,PRANTIJ,33,GEN,JOSHI PARESHKUMAR PRAVINCHAND,M,39,BhJD,10,GEN,285,211715,159041,0.18,0,0,75.12,10,2.38,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13032,Local Party,1640,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,DEHGAM,34,GEN,RATHOD KAMINIBA BHUPENDRASINH,F,34,INC,1,GEN,61043,174202,128510,47.5,2297,1.79,73.77,7,2.27,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,no,AEGJ324,National Party,3482,12th Pass,Other,Household,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,DEHGAM,34,GEN,THAKOR ROHITJI CHANDUJI,M,47,BJP,2,GEN,58746,174202,128510,45.71,54547,42.45,73.77,7,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13042,National Party,1605,12th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,DEHGAM,34,GEN,RAVAL KIRITKUMAR NATARVARLAL,M,69,IND,3,GEN,4199,174202,128510,3.27,2300,1.79,73.77,7,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13047,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,DEHGAM,34,GEN,RATHOD JESHANGBHAI BIJALBHAI,M,50,IND,4,GEN,1899,174202,128510,1.48,617,0.48,73.77,7,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13044,Independents,10809,Literate,Business,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,DEHGAM,34,GEN,RATHOD HARSHADBHAI SHANTILAL,M,39,BSP,5,GEN,1282,174202,128510,1,551,0.43,73.77,7,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13046,State-based Party (Other State),16651,8th Pass,Business,Private Company,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,DEHGAM,34,GEN,SAGTHIYA CHHAGANBHAI TAPUBHAI,M,56,LoRP,6,GEN,731,174202,128510,0.57,121,0.09,73.77,7,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13043,Local Party,5179,Graduate Professional,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,DEHGAM,34,GEN,THAKOR DASHRATHJI ANUPJI,M,28,PAP,7,GEN,610,174202,128510,0.47,0,0,73.77,7,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13048,Local Party,6189,5th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR SOUTH,35,GEN,THAKOR SHAMBHUJI CHELAJI,M,62,BJP,1,GEN,87999,241907,177643,49.54,8011,4.51,73.43,7,2.22,TRUE,2,BJP,1605,GANDHINAGAR,FALSE,TRUE,2,FALSE,TRUE,TRUE,no,AEGJ12104,National Party,1605,Graduate Professional,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR SOUTH,35,GEN,THAKOR JUGAJI NATHAJI,M,58,INC,2,GEN,79988,241907,177643,45.03,76030,42.8,73.43,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13054,National Party,3482,5th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR SOUTH,35,GEN,PRASHANTKUMAR BABULAL PATEL,M,42,IND,3,GEN,3958,241907,177643,2.23,1733,0.98,73.43,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13050,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR SOUTH,35,GEN,SHAILESHBHAI AMBALAL PATEL,M,45,GPP,4,GEN,2225,241907,177643,1.25,712,0.4,73.43,7,2.22,TRUE,2,IND,10809,KALOL,FALSE,FALSE,0,FALSE,FALSE,FALSE,yes,AEGJ13049,Local Party,3167,8th Pass,Former Government,Ex Govt Employee,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR SOUTH,35,GEN,BHIKHABHAI CHIMANLAL JOSHI,M,56,BSP,5,GEN,1513,241907,177643,0.85,116,0.07,73.43,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13053,State-based Party (Other State),16651,8th Pass,Retired or Pension,,Agriculture,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR SOUTH,35,GEN,GOSWAMI KISHORPURI CHANDANPURI,M,30,IND,6,GEN,1397,241907,177643,0.79,834,0.47,73.43,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13055,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR SOUTH,35,GEN,THAKOR RAMILABEN SANJAYBHAI,F,28,PAP,7,GEN,563,241907,177643,0.32,0,0,73.43,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13051,Local Party,6189,8th Pass,Other,Household,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,ASHOKKUMAR RANCHHODBHAI PATEL,M,51,BJP,1,GEN,73551,203934,149432,49.22,4225,2.83,73.27,8,2.17,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,no,AEGJ13060,National Party,1605,12th Pass,Business,Real Estate or Builder or Developer or Construction,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,SURESHKUMAR CHATURDAS PATEL,M,60,INC,2,GEN,69326,203934,149432,46.39,67090,44.9,73.27,8,2.17,TRUE,4,INC,3482,KALOL,FALSE,TRUE,2,FALSE,TRUE,TRUE,no,AEGJ13062,National Party,3482,12th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,VIPULCHANDRA MANSUKHBHAI MUCHHADIYA,M,32,IND,3,GEN,2236,203934,149432,1.5,576,0.39,73.27,8,2.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ000145,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,M.R. PATEL,M,47,GPP,4,GEN,1660,203934,149432,1.11,615,0.41,73.27,8,2.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13057,Local Party,3167,10th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,PARIKH CHIRAG NATVARLAL,M,26,BSP,5,GEN,1045,203934,149432,0.7,147,0.1,73.27,8,2.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13063,State-based Party (Other State),16651,Others,Politics,Party Worker,Social Work,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,VAGHELA SUKHDEVSINH PARBATSINH,M,51,IND,6,GEN,898,203934,149432,0.6,516,0.35,73.27,8,2.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,GEGJ2763,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,RATHOD PRATAPSINH VARVAJI,M,65,IND,7,GEN,382,203934,149432,0.26,48,0.03,73.27,8,2.17,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13059,Independents,10809,10th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,GANDHINAGAR NORTH,36,GEN,RAJ PRAJAPATI,M,42,IND,8,GEN,334,203934,149432,0.22,0,0,73.27,8,2.17,TRUE,2,IND,10809,GANDHINAGAR,FALSE,TRUE,0,FALSE,FALSE,TRUE,yes,GEGJ000005,Independents,10809,12th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,MANSA,37,GEN,CHAUDHARI AMITBHAI HARISINGBHAI,M,31,INC,1,GEN,78068,192714,155449,50.22,8028,5.16,80.66,7,2.22,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,no,AEGJ13067,National Party,3482,Graduate,Business,,Agriculture,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,MANSA,37,GEN,D.D. PATEL,M,56,BJP,2,GEN,70040,192714,155449,45.06,66824,42.99,80.66,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13064,National Party,1605,Others,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,MANSA,37,GEN,PRAJAPATI VITTHALBHAI VIRADAS,M,59,IND,3,GEN,3216,192714,155449,2.07,1865,1.2,80.66,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13068,Independents,10809,10th Pass,Business,Contractor,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,MANSA,37,GEN,THAKOR DAYALJI MANGAJI,M,28,IND,4,GEN,1351,192714,155449,0.87,113,0.07,80.66,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13069,Independents,10809,Post Graduate,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,MANSA,37,GEN,PARMAR VITTHALBHAI SOMABHAI,M,51,BSP,5,GEN,1238,192714,155449,0.8,118,0.08,80.66,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13065,State-based Party (Other State),16651,10th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,MANSA,37,GEN,DINESH KUMAR PARSHOTTAMDAS PATEL,M,41,IND,6,GEN,1120,192714,155449,0.72,704,0.45,80.66,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13066,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,MANSA,37,GEN,AMARUTBHAI MADHAVLAL PATEL,M,49,GPP,7,GEN,416,192714,155449,0.27,0,0,80.66,7,2.22,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13070,Local Party,3167,Graduate,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,THAKOR BALDEVJI CHANDUJI,M,51,INC,1,GEN,64757,187273,143097,45.25,343,0.24,76.41,14,2.5,TRUE,3,INC,3482,KADI,FALSE,TRUE,2,FALSE,FALSE,TRUE,no,AEGJ10995,National Party,3482,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,DR. ATULBHAI KALIDAS PATEL,M,61,BJP,2,GEN,64414,187273,143097,45.01,58828,41.11,76.41,14,2.5,TRUE,2,BJP,1605,KALOL,TRUE,TRUE,1,FALSE,FALSE,FALSE,no,AEGJ10988,National Party,1605,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,THAKOR GAMAJI AMBARAM,M,48,IND,3,GEN,5586,187273,143097,3.9,2716,1.9,76.41,14,2.5,TRUE,2,JD,4217,KADI,FALSE,FALSE,0,FALSE,FALSE,FALSE,yes,AEGJ8155,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,VYAS VISHNUPRASAD CHHOTALAL,M,55,IND,4,GEN,2870,187273,143097,2.01,1295,0.9,76.41,14,2.5,TRUE,2,IJP,3430,ASARWA,FALSE,FALSE,0,FALSE,FALSE,TRUE,yes,AEGJ12039,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,VAGHELA SAVITABEN JAGADISHBHAI,F,48,IND,5,GEN,1575,187273,143097,1.1,393,0.27,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13078,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,MAHESHKUMAR KACHARALAL PATEL,M,49,BSP,6,GEN,1182,187273,143097,0.83,547,0.38,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13079,State-based Party (Other State),16651,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,VAGHELA RAMESHBHAI DEVJIBHAI,M,41,IND,7,GEN,635,187273,143097,0.44,92,0.06,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13084,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,THAKOR GOPALJI CHUNDAJI,M,45,GPP,8,GEN,543,187273,143097,0.38,236,0.16,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13081,Local Party,3167,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,BHATT PINAKIN HASMUKHLAL,M,39,IND,9,GEN,307,187273,143097,0.21,26,0.02,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13082,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,PAREKH ARUNABEN SHIVABHAI,F,47,IND,10,GEN,281,187273,143097,0.2,21,0.01,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13074,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,ANILKUMAR SOMABHAI MAKWANA,M,47,IND,11,GEN,260,187273,143097,0.18,12,0.01,76.41,14,2.5,TRUE,3,IND,10809,KALOL,TRUE,TRUE,0,FALSE,FALSE,TRUE,yes,AEGJ10991,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,CHAUHAN GULAMHUSEN UMARBHAI,M,68,IND,12,GEN,248,187273,143097,0.17,26,0.02,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13075,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,KAPADIYA AMRISHKUMAR KANTILAL,M,34,IND,13,GEN,222,187273,143097,0.16,5,0,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13076,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Gandhinagar,North Gujarat,KALOL,38,GEN,THAKOR DASHARTHJI MAFATJI,M,48,IND,14,GEN,217,187273,143097,0.15,0,0,76.41,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13071,Independents,10809,,,,,,State Assembly Election (AE)
